School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,84K746,22,40.61141,-73.91398,BROOKLYN,11234,0K,5,0.463,57595.61,0.08,0.01,0.4,0.04,0.44,0.54,0.95,0.1,0.98,Exceeding Target,0.96,Exceeding Target,0.97,Exceeding Target,0.9,Exceeding Target,0.88,Meeting Target,0.95,Exceeding Target,Meeting Target,2.73,3.25,70,0,0,0,0,0,0,0,0,0,70,24,0,8,0,0,14,0,0,12,65,18,0,2,0,0,15,0,0,7,69,31,0,4,0,0,24,0,0,12,67,4,0,1,0,0,2,0,0,0,67,13,0,2,0,0,10,0,0,3,77,5,0,0,0,0,5,0,0,1,80,11,0,2,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),84K752,13,40.69674,-73.97604,BROOKLYN,11205,0K,5,NA,47993.87,0.06,0.01,0.67,0.24,0.91,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,13,0,9,2,0,0,0,0,9,48,41,0,29,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),84K756,17,40.67349,-73.95113,BROOKLYN,11216,0K,5,NA,42721.54,0.02,0.02,0.89,0.06,0.95,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,10,0,9,0,0,0,0,0,5,53,37,0,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITY PREP CHARTER SCHOOL,84K757,13,40.68621,-73.94092,BROOKLYN,11221,6,10,0.739,NA,0.04,0.02,0.78,0.17,0.95,0.01,0.94,0.21,0.81,Approaching Target,0.87,Meeting Target,0.89,Meeting Target,0.87,Meeting Target,0.83,Meeting Target,0.92,Meeting Target,Meeting Target,2.26,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,4,0,2,1,0,0,0,0,3,98,2,0,1,0,0,0,0,0,1,102,1,0,1,0,0,0,0,0,0,104,2,0,2,0,0,0,0,0,1,108,5,0,4,1,0,0,0,0,4,108,3,0,0,1,0,0,0,0,3
BROOKLYN URBAN GARDEN CHARTER SCHOOL,84K758,15,40.6562,-73.98264,BROOKLYN,11215,6,8,0.485,NA,0.03,0.07,0.33,0.33,0.66,0.23,0.96,0.08,0.75,Approaching Target,0.82,Meeting Target,0.83,Meeting Target,0.85,Meeting Target,0.88,Exceeding Target,0.89,Meeting Target,Approaching Target,2.53,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7,0,1,1,0,4,0,0,2,75,10,0,1,2,0,6,0,0,2,68,2,0,0,1,0,1,0,0,0,65,4,0,0,1,0,2,0,0,1,106,7,0,1,1,1,3,0,0,2,68,0,0,0,0,0,0,0,0,0
CANARSIE ASCEND CHARTER SCHOOL,84K759,18,40.64421,-73.90082,BROOKLYN,11236,0K,5,NA,53389.56,0,0,0.91,0.06,0.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,8,0,6,0,0,0,0,0,3,105,34,0,30,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,84K769,19,40.66782,-73.89817,BROOKLYN,11207,0K,12,0.801,30822.3,0.09,0.01,0.71,0.27,0.98,0.01,0.94,0.25,0.79,Not Meeting Target,0.69,Approaching Target,0.83,Approaching Target,0.63,Approaching Target,0.86,Meeting Target,0.83,Approaching Target,Approaching Target,2.4,2.48,71,1,0,1,0,0,0,0,0,1,71,2,0,1,0,0,0,0,0,2,63,6,0,5,0,0,0,0,0,6,63,6,0,5,0,0,0,0,0,5,57,2,0,2,0,0,0,0,0,2,57,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,84K774,19,40.67698,-73.88384,BROOKLYN,11208,0K,8,0.748,36379.99,0.07,0.04,0.68,0.26,0.94,0.01,0.98,0.02,0.83,Approaching Target,0.86,Meeting Target,0.92,Exceeding Target,0.81,Meeting Target,0.95,Exceeding Target,0.92,Meeting Target,Meeting Target,2.52,2.9,98,2,0,0,1,0,0,0,0,1,100,23,0,17,3,0,0,0,0,20,95,8,0,8,0,0,0,0,0,6,95,21,0,16,4,0,0,0,0,18,96,5,0,3,1,0,0,0,0,5,95,19,0,11,6,0,0,0,0,17,97,14,0,9,0,0,0,0,0,12,97,46,0,32,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,84K775,23,40.67233,-73.90623,BROOKLYN,11212,0K,8,0.745,37886.74,0.03,0,0.84,0.13,0.96,0.01,0.95,0.16,0.96,Exceeding Target,0.95,Exceeding Target,0.87,Meeting Target,0.91,Exceeding Target,0.9,Exceeding Target,0.91,Meeting Target,Exceeding Target,2.89,3.59,85,27,0,24,3,0,0,0,0,22,85,77,0,67,8,0,0,0,0,65,89,36,0,30,0,0,0,4,0,31,89,58,0,45,0,0,0,8,0,52,91,16,0,14,0,0,0,0,0,12,91,17,0,16,0,0,0,0,0,13,82,11,0,11,0,0,0,0,0,9,83,23,0,19,0,0,0,0,0,21,73,7,0,5,2,0,0,0,0,4,73,26,0,16,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEAN HILL COLLEGIATE CHARTER SCHOOL,84K777,23,40.67811,-73.91521,BROOKLYN,11233,5,12,0.682,NA,0.01,0.01,0.88,0.06,0.94,0.01,0.97,0,0.93,Exceeding Target,0.92,Exceeding Target,0.84,Meeting Target,0.9,Exceeding Target,0.87,Exceeding Target,0.92,Meeting Target,Meeting Target,2.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,7,0,5,1,0,0,0,0,4,84,6,0,6,0,0,0,0,0,3,83,9,0,7,1,0,0,0,0,6,82,25,0,21,3,0,0,0,0,16,75,9,0,7,0,0,0,0,0,8,75,16,0,13,1,0,0,0,0,14,70,7,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,84K780,13,40.67858,-73.96634,BROOKLYN,11238,5,12,0.627,NA,0.02,0.01,0.82,0.09,0.9,0.01,0.97,0.04,0.89,Meeting Target,0.92,Exceeding Target,0.83,Meeting Target,0.87,Meeting Target,0.86,Exceeding Target,0.93,Meeting Target,Meeting Target,2.6,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,0,2,0,0,0,0,0,2,86,4,1,2,0,0,0,0,0,2,79,13,2,10,0,0,0,0,0,10,79,9,1,5,0,0,0,0,0,7,77,7,0,6,0,0,0,0,0,5,78,6,0,4,0,0,0,0,0,4,62,13,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,84K782,16,40.69468,-73.93774,BROOKLYN,11206,0K,5,0.789,33933.08,0.08,0,0.62,0.35,0.98,0.01,0.95,0.19,0.84,Approaching Target,0.82,Approaching Target,0.82,Meeting Target,0.74,Approaching Target,0.84,Meeting Target,0.86,Approaching Target,Approaching Target,2.4,2.53,76,7,0,6,0,0,0,0,0,5,76,16,0,13,0,0,0,0,0,11,74,2,0,2,0,0,0,0,0,2,75,1,0,1,0,0,0,0,0,1,69,2,0,1,1,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,50,1,0,1,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,45,1,0,0,1,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,46,2,0,1,1,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0
IMAGINE ME LEADERSHIP CHARTER SCHOOL,84K785,19,40.66007,-73.8835,BROOKLYN,11207,0K,5,0.68,38872.33,0,0,0.87,0.11,0.98,0.01,0.94,0.18,0.93,Exceeding Target,0.98,Exceeding Target,0.93,Exceeding Target,0.9,Exceeding Target,0.91,Exceeding Target,0.97,Exceeding Target,Meeting Target,2.4,2.8,39,5,0,5,0,0,0,0,0,3,39,28,0,25,0,0,0,0,0,23,53,4,0,3,0,0,0,0,0,4,53,13,0,9,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,34,7,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN DREAMS CHARTER SCHOOL,84K791,22,40.63214,-73.96982,BROOKLYN,11230,0K,8,0.604,47496.34,0.07,0.21,0.59,0.16,0.75,0.03,0.94,0.15,0.93,NA,0.9,NA,0.95,NA,0.84,NA,0.88,NA,0.95,NA,Approaching Target,2.48,2.83,72,1,0,1,0,0,0,0,0,1,72,16,0,9,4,2,0,0,0,12,74,11,0,4,3,2,0,0,0,10,74,22,0,9,9,2,0,0,0,19,75,4,0,1,1,2,0,0,0,3,74,9,0,3,3,3,0,0,0,6,75,10,0,3,2,3,0,0,0,9,75,10,0,1,2,5,0,0,0,10,54,2,0,2,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,1,55,4,0,3,0,1,0,0,0,4
THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,84K792,18,40.65413,-73.9082,BROOKLYN,11212,0K,12,0.447,52497.57,0,0.01,0.9,0.07,0.97,0.01,0.96,0.06,0.86,Approaching Target,0.9,Meeting Target,0.87,Meeting Target,0.79,Meeting Target,0.9,Exceeding Target,0.96,Exceeding Target,Approaching Target,2.36,2.45,41,1,0,1,0,0,0,0,0,0,41,3,0,3,0,0,0,0,0,1,47,6,0,4,0,0,0,0,0,2,47,3,0,3,0,0,0,0,0,1,46,2,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUSHWICK ASCEND CHARTER SCHOOL,84K793,32,40.69369,-73.90903,BROOKLYN,11221,0K,12,0.76,40604.74,0.18,0.01,0.25,0.72,0.97,0.01,0.96,0.05,0.8,Approaching Target,0.68,Approaching Target,0.89,Meeting Target,0.64,Approaching Target,0.83,Approaching Target,0.84,Approaching Target,Approaching Target,2.45,2.71,108,0,0,0,0,0,0,0,0,0,108,19,0,2,17,0,0,0,1,17,104,6,0,0,4,0,0,0,0,6,104,21,0,0,17,0,0,0,1,17,105,4,0,2,2,0,0,0,0,4,105,3,0,0,3,0,0,0,0,3,81,13,0,0,7,0,0,0,0,8,80,12,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW HOPE ACADEMY CHARTER SCHOOL,84K797,18,40.64373,-73.92226,BROOKLYN,11203,0K,5,0.555,53258.58,0,0,0.97,0.02,0.98,0.01,1,0.01,0.91,Meeting Target,0.89,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.91,Exceeding Target,0.95,Exceeding Target,Approaching Target,2.47,2.63,43,2,0,2,0,0,0,0,0,1,43,10,0,10,0,0,0,0,0,7,76,7,0,0,0,0,0,0,0,3,78,7,0,0,0,0,0,0,0,5,56,1,0,1,0,0,0,0,0,1,56,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN LAB CHARTER SCHOOL,84K803,13,40.69852,-73.98697,BROOKLYN,11201,6,8,0.639,NA,0.02,0.02,0.7,0.19,0.89,0.05,0,1,0.83,NA,0.88,NA,0.78,NA,0.86,NA,0.79,NA,0.88,NA,NA,2.63,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,0,4,2,0,2,0,0,3,107,15,0,8,5,0,1,0,0,4,124,11,0,7,1,0,2,1,0,3,120,16,0,10,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,84M065,5,40.81056,-73.94886,NEW YORK,10027,6,8,0.755,NA,0.06,0,0.66,0.31,0.98,0.01,0.94,0.19,0.97,Exceeding Target,0.99,Exceeding Target,0.88,Exceeding Target,0.97,Exceeding Target,0.83,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.6,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,8,0,5,2,0,0,0,0,8,105,20,0,13,5,0,0,0,1,17,97,5,0,3,2,0,0,0,0,5,97,9,0,5,4,0,0,0,0,6,108,16,0,10,4,0,0,0,0,13,85,3,0,0,3,0,0,0,0,2
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,84M068,6,40.83941,-73.93577,NEW YORK,10032,0K,12,0.78,NA,0.13,0,0.12,0.86,0.99,0.01,0.96,0.08,0.91,Meeting Target,0.96,Exceeding Target,0.9,Exceeding Target,0.92,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Exceeding Target,2.56,2.86,92,8,0,0,7,0,0,0,0,8,92,20,0,0,19,0,0,0,0,20,92,20,0,2,18,0,0,0,0,17,91,17,0,5,11,0,0,0,0,12,97,7,0,0,6,0,0,0,0,0,99,11,0,0,10,0,0,0,1,0,90,7,0,0,5,0,0,0,0,6,89,20,0,0,18,0,0,0,0,15,96,7,0,0,7,0,0,0,0,6,96,21,0,0,21,0,0,0,0,18,98,10,0,2,8,0,0,0,0,9,98,27,0,2,25,0,0,0,1,24
MANHATTAN CHARTER SCHOOL II,84M080,1,40.71334,-73.98607,NEW YORK,10002,0K,5,0.733,34019.94,0.09,0.06,0.26,0.63,0.89,0.02,0.92,0.31,0.93,NA,0.89,NA,0.97,NA,0.87,NA,0.83,NA,0.94,NA,NA,NA,NA,37,1,0,0,1,0,0,0,0,1,37,9,0,0,6,0,0,0,0,6,26,7,0,0,4,0,0,0,0,0,26,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOBAL COMMUNITY CHARTER SCHOOL,84M085,5,40.81719,-73.93544,NEW YORK,10037,0K,5,0.789,34892.3,0.15,0.01,0.28,0.69,0.97,0.01,0.94,0.72,0.89,NA,0.79,NA,0.93,NA,0.73,NA,0.88,NA,0.86,NA,NA,NA,NA,74,2,0,0,2,0,0,0,0,2,75,14,0,3,10,0,0,0,1,12,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,84M100,5,40.80758,-73.94738,NEW YORK,10027,0K,8,0.741,36111.12,0.04,0.01,0.55,0.4,0.95,0.03,0.96,0.05,0.97,NA,0.96,NA,0.99,NA,0.94,NA,0.95,NA,0.99,NA,NA,NA,NA,61,7,0,3,0,0,0,0,0,6,61,28,0,15,0,0,0,0,0,23,61,19,0,13,3,0,0,0,0,15,61,30,0,21,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,84M168,4,40.79375,-73.94857,NEW YORK,10029,0K,5,NA,30958.57,0.11,0.04,0.28,0.63,0.92,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0,0,0,0,0,0,0,0,0,50,6,0,2,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),84M170,2,40.764,-73.99084,NEW YORK,10019,0K,5,NA,70655.41,0.07,0.14,0.16,0.52,0.68,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,26,0,3,19,1,0,0,0,11,55,47,0,0,30,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),84M174,2,40.73532,-73.98708,NEW YORK,10003,0K,5,NA,86857.5,0.02,0.19,0.2,0.21,0.41,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,39,0,3,4,6,23,0,0,1,83,69,0,10,11,12,33,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARLEM HEBREW LANGUAGE CHARTER SCHOOL,84M186,3,40.80484,-73.95307,NEW YORK,10026,0K,5,NA,50890.96,0.09,0.01,0.32,0.3,0.62,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,0,0,0,0,0,0,0,0,52,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
